0.0000e+00,8.1915e-01,5.7358e-01
2.2977e-04,8.2079e-01,5.7123e-01
1.7679e-03,8.2546e-01,5.6446e-01
5.8324e-03,8.3279e-01,5.5355e-01
1.3520e-02,8.4224e-01,5.3894e-01
2.5750e-02,8.5304e-01,5.2122e-01
4.3215e-02,8.6430e-01,5.0112e-01
6.6340e-02,8.7504e-01,4.7948e-01
9.5251e-02,8.8422e-01,4.5725e-01
1.2976e-01,8.9085e-01,4.3538e-01
1.6936e-01,8.9398e-01,4.1486e-01
2.1326e-01,8.9287e-01,3.9662e-01
2.6041e-01,8.8692e-01,3.8151e-01
3.0956e-01,8.7584e-01,3.7023e-01
3.5932e-01,8.5959e-01,3.6332e-01
4.0827e-01,8.3840e-01,3.6111e-01
4.5502e-01,8.1282e-01,3.6371e-01
4.9832e-01,7.8361e-01,3.7099e-01
5.3709e-01,7.5176e-01,3.8260e-01
5.7055e-01,7.1839e-01,3.9799e-01
5.9817e-01,6.8466e-01,4.1645e-01
6.1979e-01,6.5176e-01,4.3711e-01
6.3554e-01,6.2078e-01,4.5904e-01
6.4585e-01,5.9267e-01,4.8127e-01
6.5142e-01,5.6818e-01,5.0281e-01
6.5314e-01,5.4785e-01,5.2275e-01
6.5207e-01,5.3191e-01,5.4025e-01
6.4935e-01,5.2038e-01,5.5458e-01
6.4611e-01,5.1295e-01,5.6517e-01
6.4350e-01,5.0912e-01,5.7158e-01
6.4252e-01,5.0812e-01,5.7357e-01
6.4406e-01,5.0901e-01,5.7105e-01
6.4880e-01,5.1070e-01,5.6413e-01
6.5722e-01,5.1203e-01,5.5307e-01
6.6954e-01,5.1178e-01,5.3833e-01
6.8574e-01,5.0876e-01,5.2050e-01
7.0554e-01,5.0188e-01,5.0033e-01
7.2841e-01,4.9021e-01,4.7866e-01
7.5362e-01,4.7302e-01,4.5641e-01
7.8025e-01,4.4983e-01,4.3458e-01
8.0727e-01,4.2048e-01,4.1413e-01
8.3358e-01,3.8513e-01,3.9600e-01
8.5808e-01,3.4427e-01,3.8101e-01
8.7975e-01,2.9869e-01,3.6989e-01
8.9771e-01,2.4946e-01,3.6315e-01
9.1129e-01,1.9786e-01,3.6112e-01
9.2003e-01,1.4531e-01,3.6390e-01
9.2380e-01,9.3284e-02,3.7135e-01
9.2269e-01,4.3212e-02,3.8311e-01
9.1710e-01,-3.5875e-03,3.9863e-01
9.0766e-01,-4.5996e-02,4.1719e-01
