0.0000e+00,8.1915e-01,5.7358e-01
-2.2093e-02,8.1838e-01,5.7425e-01
-4.4148e-02,8.1685e-01,5.7516e-01
-6.6146e-02,8.1455e-01,5.7630e-01
-8.8067e-02,8.1149e-01,5.7769e-01
-1.0989e-01,8.0766e-01,5.7932e-01
-1.3159e-01,8.0306e-01,5.8119e-01
-1.5314e-01,7.9767e-01,5.8332e-01
-1.7451e-01,7.9151e-01,5.8571e-01
-1.9567e-01,7.8457e-01,5.8836e-01
-2.1658e-01,7.7684e-01,5.9128e-01
-2.3722e-01,7.6833e-01,5.9448e-01
-2.5753e-01,7.5904e-01,5.9795e-01
-2.7748e-01,7.4897e-01,6.0170e-01
-2.9703e-01,7.3815e-01,6.0573e-01
-3.1613e-01,7.2658e-01,6.1003e-01
-3.3474e-01,7.1428e-01,6.1461e-01
-3.5283e-01,7.0127e-01,6.1946e-01
-3.7034e-01,6.8758e-01,6.2457e-01
-3.8725e-01,6.7323e-01,6.2993e-01
-4.0351e-01,6.5825e-01,6.3552e-01
-4.1910e-01,6.4267e-01,6.4135e-01
-4.3399e-01,6.2654e-01,6.4738e-01
-4.4814e-01,6.0989e-01,6.5361e-01
-4.6155e-01,5.9275e-01,6.6002e-01
-4.7420e-01,5.7515e-01,6.6659e-01
-4.8606e-01,5.5715e-01,6.7330e-01
-4.9714e-01,5.3877e-01,6.8013e-01
-5.0742e-01,5.2004e-01,6.8708e-01
-5.1691e-01,5.0100e-01,6.9412e-01
-5.2561e-01,4.8168e-01,7.0123e-01
-5.3350e-01,4.6211e-01,7.0840e-01
-5.4061e-01,4.4231e-01,7.1562e-01
-5.4692e-01,4.2230e-01,7.2287e-01
-5.5244e-01,4.0211e-01,7.3015e-01
-5.5718e-01,3.8175e-01,7.3744e-01
-5.6113e-01,3.6124e-01,7.4474e-01
-5.6429e-01,3.4060e-01,7.5204e-01
-5.6667e-01,3.1986e-01,7.5933e-01
-5.6825e-01,2.9901e-01,7.6661e-01
-5.6903e-01,2.7809e-01,7.7387e-01
-5.6900e-01,2.5711e-01,7.8111e-01
-5.6816e-01,2.3610e-01,7.8832e-01
-5.6650e-01,2.1507e-01,7.9550e-01
-5.6400e-01,1.9406e-01,8.0265e-01
-5.6065e-01,1.7308e-01,8.0976e-01
-5.5645e-01,1.5219e-01,8.1682e-01
-5.5140e-01,1.3140e-01,8.2383e-01
-5.4547e-01,1.1076e-01,8.3078e-01
-5.3868e-01,9.0297e-02,8.3766e-01
-5.3102e-01,7.0064e-02,8.4446e-01
-5.2249e-01,5.0100e-02,8.5117e-01
-5.1311e-01,3.0446e-02,8.5778e-01
