0.0000e+00,8.1915e-01,5.7358e-01
-2.5437e-02,8.1878e-01,5.7355e-01
-5.0868e-02,8.1765e-01,5.7346e-01
-7.6284e-02,8.1578e-01,5.7331e-01
-1.0168e-01,8.1314e-01,5.7312e-01
-1.2704e-01,8.0973e-01,5.7288e-01
-1.5235e-01,8.0555e-01,5.7261e-01
-1.7759e-01,8.0057e-01,5.7232e-01
-2.0274e-01,7.9479e-01,5.7202e-01
-2.2777e-01,7.8820e-01,5.7171e-01
-2.5266e-01,7.8080e-01,5.7142e-01
-2.7736e-01,7.7256e-01,5.7115e-01
-3.0183e-01,7.6351e-01,5.7092e-01
-3.2605e-01,7.5363e-01,5.7073e-01
-3.4997e-01,7.4293e-01,5.7059e-01
-3.7354e-01,7.3143e-01,5.7051e-01
-3.9672e-01,7.1914e-01,5.7049e-01
-4.1948e-01,7.0608e-01,5.7052e-01
-4.4177e-01,6.9227e-01,5.7062e-01
-4.6356e-01,6.7774e-01,5.7077e-01
-4.8483e-01,6.6253e-01,5.7097e-01
-5.0553e-01,6.4665e-01,5.7121e-01
-5.2565e-01,6.3016e-01,5.7148e-01
-5.4518e-01,6.1307e-01,5.7177e-01
-5.6409e-01,5.9542e-01,5.7208e-01
-5.8238e-01,5.7724e-01,5.7238e-01
-6.0005e-01,5.5856e-01,5.7267e-01
-6.1709e-01,5.3940e-01,5.7293e-01
-6.3349e-01,5.1978e-01,5.7316e-01
-6.4927e-01,4.9972e-01,5.7335e-01
-6.6442e-01,4.7924e-01,5.7348e-01
-6.7894e-01,4.5833e-01,5.7356e-01
-6.9284e-01,4.3702e-01,5.7358e-01
-7.0610e-01,4.1531e-01,5.7353e-01
-7.1872e-01,3.9320e-01,5.7343e-01
-7.3071e-01,3.7070e-01,5.7328e-01
-7.4203e-01,3.4781e-01,5.7307e-01
-7.5269e-01,3.2453e-01,5.7283e-01
-7.6266e-01,3.0088e-01,5.7255e-01
-7.7193e-01,2.7686e-01,5.7226e-01
-7.8046e-01,2.5249e-01,5.7195e-01
-7.8824e-01,2.2779e-01,5.7165e-01
-7.9525e-01,2.0277e-01,5.7137e-01
-8.0146e-01,1.7747e-01,5.7110e-01
-8.0686e-01,1.5193e-01,5.7088e-01
-8.1141e-01,1.2616e-01,5.7070e-01
-8.1511e-01,1.0022e-01,5.7057e-01
-8.1794e-01,7.4139e-02,5.7050e-01
-8.1990e-01,4.7970e-02,5.7049e-01
-8.2098e-01,2.1755e-02,5.7054e-01
-8.2119e-01,-4.4610e-03,5.7064e-01
-8.2051e-01,-3.0635e-02,5.7080e-01
-8.1898e-01,-5.6724e-02,5.7101e-01
-8.1659e-01,-8.2689e-02,5.7126e-01
-8.1337e-01,-1.0850e-01,5.7154e-01
-8.0933e-01,-1.3411e-01,5.7184e-01
-8.0450e-01,-1.5951e-01,5.7214e-01
-7.9888e-01,-1.8466e-01,5.7244e-01
-7.9251e-01,-2.0955e-01,5.7273e-01
-7.8540e-01,-2.3417e-01,5.7298e-01
-7.7757e-01,-2.5851e-01,5.7320e-01
-7.6903e-01,-2.8255e-01,5.7338e-01
-7.5979e-01,-3.0629e-01,5.7350e-01
-7.4987e-01,-3.2972e-01,5.7357e-01
-7.3927e-01,-3.5284e-01,5.7357e-01
-7.2799e-01,-3.7565e-01,5.7352e-01
-7.1603e-01,-3.9813e-01,5.7340e-01
-7.0339e-01,-4.2028e-01,5.7324e-01
-6.9007e-01,-4.4209e-01,5.7303e-01
-6.7607e-01,-4.6353e-01,5.7277e-01
-6.6137e-01,-4.8460e-01,5.7249e-01
-6.4599e-01,-5.0526e-01,5.7220e-01
-6.2992e-01,-5.2549e-01,5.7189e-01
-6.1316e-01,-5.4526e-01,5.7159e-01
-5.9573e-01,-5.6455e-01,5.7131e-01
-5.7763e-01,-5.8330e-01,5.7105e-01
-5.5888e-01,-6.0149e-01,5.7084e-01
-5.3951e-01,-6.1909e-01,5.7067e-01
-5.1953e-01,-6.3605e-01,5.7055e-01
-4.9897e-01,-6.5235e-01,5.7049e-01
-4.7787e-01,-6.6796e-01,5.7049e-01
-4.5627e-01,-6.8285e-01,5.7055e-01
-4.3420e-01,-6.9699e-01,5.7067e-01
-4.1171e-01,-7.1037e-01,5.7084e-01
-3.8883e-01,-7.2298e-01,5.7106e-01
-3.6560e-01,-7.3480e-01,5.7132e-01
-3.4207e-01,-7.4583e-01,5.7160e-01
-3.1826e-01,-7.5607e-01,5.7190e-01
-2.9422e-01,-7.6552e-01,5.7220e-01
-2.6996e-01,-7.7419e-01,5.7250e-01
-2.4552e-01,-7.8208e-01,5.7278e-01
-2.2092e-01,-7.8920e-01,5.7303e-01
-1.9617e-01,-7.9556e-01,5.7324e-01
-1.7129e-01,-8.0116e-01,5.7341e-01
-1.4630e-01,-8.0602e-01,5.7352e-01
-1.2119e-01,-8.1014e-01,5.7357e-01
-9.5975e-02,-8.1352e-01,5.7357e-01
-7.0664e-02,-8.1615e-01,5.7350e-01
-4.5262e-02,-8.1804e-01,5.7337e-01
-1.9775e-02,-8.1918e-01,5.7320e-01
5.7860e-03,-8.1955e-01,5.7298e-01
3.1410e-02,-8.1915e-01,5.7272e-01
5.7081e-02,-8.1796e-01,5.7243e-01
8.2779e-02,-8.1597e-01,5.7213e-01
1.0848e-01,-8.1317e-01,5.7183e-01
1.3416e-01,-8.0954e-01,5.7153e-01
1.5978e-01,-8.0507e-01,5.7125e-01
1.8531e-01,-7.9976e-01,5.7101e-01
2.1071e-01,-7.9359e-01,5.7080e-01
2.3593e-01,-7.8658e-01,5.7064e-01
2.6094e-01,-7.7872e-01,5.7054e-01
2.8570e-01,-7.7001e-01,5.7049e-01
3.1015e-01,-7.6048e-01,5.7050e-01
3.3425e-01,-7.5015e-01,5.7057e-01
