0.0000e+00,8.1915e-01,5.7358e-01
-2.2943e-02,8.1935e-01,5.7284e-01
-4.6397e-02,8.1987e-01,5.7067e-01
-7.0830e-02,8.2054e-01,5.6718e-01
-9.6637e-02,8.2107e-01,5.6259e-01
-1.2411e-01,8.2108e-01,5.5716e-01
-1.5339e-01,8.2016e-01,5.5119e-01
-1.8450e-01,8.1786e-01,5.4504e-01
-2.1729e-01,8.1376e-01,5.3906e-01
-2.5148e-01,8.0747e-01,5.3361e-01
-2.8665e-01,7.9873e-01,5.2902e-01
-3.2230e-01,7.8735e-01,5.2555e-01
-3.5786e-01,7.7329e-01,5.2341e-01
-3.9274e-01,7.5665e-01,5.2273e-01
-4.2636e-01,7.3764e-01,5.2355e-01
-4.5823e-01,7.1662e-01,5.2582e-01
-4.8793e-01,6.9401e-01,5.2941e-01
-5.1519e-01,6.7032e-01,5.3410e-01
-5.3986e-01,6.4605e-01,5.3961e-01
-5.6195e-01,6.2170e-01,5.4561e-01
-5.8162e-01,5.9772e-01,5.5176e-01
-5.9914e-01,5.7446e-01,5.5769e-01
-6.1489e-01,5.5215e-01,5.6307e-01
-6.2929e-01,5.3091e-01,5.6756e-01
-6.4283e-01,5.1069e-01,5.7093e-01
-6.5597e-01,4.9134e-01,5.7297e-01
-6.6911e-01,4.7256e-01,5.7357e-01
-6.8260e-01,4.5396e-01,5.7269e-01
-6.9667e-01,4.3510e-01,5.7039e-01
-7.1143e-01,4.1547e-01,5.6680e-01
-7.2686e-01,3.9460e-01,5.6211e-01
-7.4282e-01,3.7204e-01,5.5661e-01
-7.5903e-01,3.4742e-01,5.5061e-01
-7.7514e-01,3.2050e-01,5.4446e-01
-7.9071e-01,2.9116e-01,5.3852e-01
-8.0527e-01,2.5943e-01,5.3314e-01
-8.1835e-01,2.2549e-01,5.2864e-01
-8.2952e-01,1.8968e-01,5.2529e-01
-8.3842e-01,1.5243e-01,5.2328e-01
-8.4479e-01,1.1430e-01,5.2274e-01
-8.4852e-01,7.5883e-02,5.2370e-01
-8.4958e-01,3.7784e-02,5.2610e-01
-8.4812e-01,5.8567e-04,5.2981e-01
-8.4438e-01,-3.5206e-02,5.3458e-01
-8.3872e-01,-6.9189e-02,5.4016e-01
-8.3154e-01,-1.0110e-01,5.4619e-01
-8.2329e-01,-1.3081e-01,5.5234e-01
-8.1443e-01,-1.5837e-01,5.5823e-01
-8.0536e-01,-1.8395e-01,5.6353e-01
-7.9640e-01,-2.0785e-01,5.6793e-01
-7.8780e-01,-2.3050e-01,5.7118e-01
-7.7967e-01,-2.5236e-01,5.7309e-01
-7.7201e-01,-2.7395e-01,5.7355e-01
-7.6468e-01,-2.9575e-01,5.7254e-01
-7.5744e-01,-3.1822e-01,5.7011e-01
-7.4994e-01,-3.4173e-01,5.6640e-01
-7.4178e-01,-3.6653e-01,5.6162e-01
-7.3250e-01,-3.9274e-01,5.5606e-01
-7.2165e-01,-4.2034e-01,5.5003e-01
-7.0883e-01,-4.4916e-01,5.4389e-01
-6.9369e-01,-4.7892e-01,5.3798e-01
-6.7601e-01,-5.0919e-01,5.3267e-01
-6.5566e-01,-5.3948e-01,5.2827e-01
-6.3268e-01,-5.6925e-01,5.2504e-01
-6.0725e-01,-5.9795e-01,5.2317e-01
-5.7967e-01,-6.2506e-01,5.2277e-01
-5.5036e-01,-6.5013e-01,5.2387e-01
-5.1982e-01,-6.7282e-01,5.2640e-01
-4.8861e-01,-6.9292e-01,5.3021e-01
-4.5727e-01,-7.1035e-01,5.3508e-01
-4.2634e-01,-7.2516e-01,5.4071e-01
-3.9627e-01,-7.3757e-01,5.4677e-01
-3.6739e-01,-7.4787e-01,5.5291e-01
-3.3993e-01,-7.5646e-01,5.5876e-01
-3.1396e-01,-7.6377e-01,5.6399e-01
-2.8941e-01,-7.7025e-01,5.6829e-01
-2.6607e-01,-7.7633e-01,5.7142e-01
-2.4361e-01,-7.8237e-01,5.7320e-01
-2.2159e-01,-7.8865e-01,5.7352e-01
-1.9955e-01,-7.9535e-01,5.7237e-01
-1.7696e-01,-8.0250e-01,5.6981e-01
-1.5334e-01,-8.1003e-01,5.6599e-01
-1.2824e-01,-8.1773e-01,5.6113e-01
-1.0131e-01,-8.2532e-01,5.5551e-01
-7.2331e-02,-8.3239e-01,5.4945e-01
-4.1203e-02,-8.3852e-01,5.4331e-01
-7.9899e-03,-8.4326e-01,5.3745e-01
2.7095e-02,-8.4617e-01,5.3222e-01
